name,name_aon,level,url_search,url_aon,match
Battle Assessment,Battle Assessment,4,https://2e.aonprd.com/Search.aspx?query=Battle Assessment,https://2e.aonprd.com/Feats.aspx?ID=560,True
Dread Striker,Dread Striker,4,https://2e.aonprd.com/Search.aspx?query=Dread Striker,https://2e.aonprd.com/Feats.aspx?ID=561,True
Magical Trickster,Magical Trickster,4,https://2e.aonprd.com/Search.aspx?query=Magical Trickster,https://2e.aonprd.com/Feats.aspx?ID=562,True
Poison Weapon,Poison Weapon,4,https://2e.aonprd.com/Search.aspx?query=Poison Weapon,https://2e.aonprd.com/Feats.aspx?ID=563,True
Reactive Pursuit,Reactive Pursuit,4,https://2e.aonprd.com/Search.aspx?query=Reactive Pursuit,https://2e.aonprd.com/Feats.aspx?ID=564,True
Sabotage,Sabotage,4,https://2e.aonprd.com/Search.aspx?query=Sabotage,https://2e.aonprd.com/Feats.aspx?ID=565,True
Gang Up,,-1,https://2e.aonprd.com/Search.aspx?query=Gang Up,https://2e.aonprd.com/Search.aspx?query=Gang+Up,False
Light Step,Light Step,6,https://2e.aonprd.com/Search.aspx?query=Light Step,https://2e.aonprd.com/Feats.aspx?ID=568,True
Twist the Knife,Twist the Knife,6,https://2e.aonprd.com/Search.aspx?query=Twist the Knife,https://2e.aonprd.com/Feats.aspx?ID=570,True
Delay Trap,Delay Trap,8,https://2e.aonprd.com/Search.aspx?query=Delay Trap,https://2e.aonprd.com/Feats.aspx?ID=572,True
Improved Poison Weapon,Improved Poison Weapon,8,https://2e.aonprd.com/Search.aspx?query=Improved Poison Weapon,https://2e.aonprd.com/Feats.aspx?ID=573,True
Nimble Roll,Nimble Roll,8,https://2e.aonprd.com/Search.aspx?query=Nimble Roll,https://2e.aonprd.com/Feats.aspx?ID=574,True
Opportune Backstab,Opportune Backstab,8,https://2e.aonprd.com/Search.aspx?query=Opportune Backstab,https://2e.aonprd.com/Feats.aspx?ID=575,True
Sidestep,Sidestep,8,https://2e.aonprd.com/Search.aspx?query=Sidestep,https://2e.aonprd.com/Feats.aspx?ID=576,True
Sly Striker,Impossible Striker,20,https://2e.aonprd.com/Search.aspx?query=Sly Striker,https://2e.aonprd.com/Feats.aspx?ID=600,False
Precise Debilitation,Precise Debilitation,10,https://2e.aonprd.com/Search.aspx?query=Precise Debilitation,https://2e.aonprd.com/Feats.aspx?ID=578,True
Sneak Savant,Sneak Savant,10,https://2e.aonprd.com/Search.aspx?query=Sneak Savant,https://2e.aonprd.com/Feats.aspx?ID=579,True
Tactical Debilitations,Tactical Debilitations,10,https://2e.aonprd.com/Search.aspx?query=Tactical Debilitations,https://2e.aonprd.com/Feats.aspx?ID=580,True
Vicious Debilitations,Vicious Debilitations,10,https://2e.aonprd.com/Search.aspx?query=Vicious Debilitations,https://2e.aonprd.com/Feats.aspx?ID=581,True
Critical Debilitations,Critical Debilitations,12,https://2e.aonprd.com/Search.aspx?query=Critical Debilitations,https://2e.aonprd.com/Feats.aspx?ID=582,True
Fantastic Leap,Fantastic Leap,12,https://2e.aonprd.com/Search.aspx?query=Fantastic Leap,https://2e.aonprd.com/Feats.aspx?ID=583,True
Felling Shot,Felling Shot,12,https://2e.aonprd.com/Search.aspx?query=Felling Shot,https://2e.aonprd.com/Feats.aspx?ID=584,True
Reactive Interference,Reactive Interference,12,https://2e.aonprd.com/Search.aspx?query=Reactive Interference,https://2e.aonprd.com/Feats.aspx?ID=585,True
Spring from the Shadows,Spring from the Shadows,12,https://2e.aonprd.com/Search.aspx?query=Spring from the Shadows,https://2e.aonprd.com/Feats.aspx?ID=586,True
Defensive Roll,Defensive Roll,14,https://2e.aonprd.com/Search.aspx?query=Defensive Roll,https://2e.aonprd.com/Feats.aspx?ID=587,True
Instant Opening,Instant Opening,14,https://2e.aonprd.com/Search.aspx?query=Instant Opening,https://2e.aonprd.com/Feats.aspx?ID=588,True
Leave an Opening,Leave an Opening,14,https://2e.aonprd.com/Search.aspx?query=Leave an Opening,https://2e.aonprd.com/Feats.aspx?ID=589,True
Sense the Unseen (Rogue),Sense the Unseen,14,https://2e.aonprd.com/Search.aspx?query=Sense the Unseen,https://2e.aonprd.com/Feats.aspx?ID=530,True
Blank Slate,Blank Slate,16,https://2e.aonprd.com/Search.aspx?query=Blank Slate,https://2e.aonprd.com/Feats.aspx?ID=591,True
Cloud Step,Cloud Step,16,https://2e.aonprd.com/Search.aspx?query=Cloud Step,https://2e.aonprd.com/Feats.aspx?ID=592,True
Cognitive Loophole,Cognitive Loophole,16,https://2e.aonprd.com/Search.aspx?query=Cognitive Loophole,https://2e.aonprd.com/Feats.aspx?ID=593,True
Dispelling Slice,Dispelling Slice,16,https://2e.aonprd.com/Search.aspx?query=Dispelling Slice,https://2e.aonprd.com/Feats.aspx?ID=594,True
Perfect Distraction,Perfect Distraction,16,https://2e.aonprd.com/Search.aspx?query=Perfect Distraction,https://2e.aonprd.com/Feats.aspx?ID=595,True
Implausible Infiltration,Implausible Infiltration,18,https://2e.aonprd.com/Search.aspx?query=Implausible Infiltration,https://2e.aonprd.com/Feats.aspx?ID=596,True
Powerful Sneak,Powerful Sneak,18,https://2e.aonprd.com/Search.aspx?query=Powerful Sneak,https://2e.aonprd.com/Feats.aspx?ID=597,True
Trickster’s Ace,,-1,https://2e.aonprd.com/Search.aspx?query=Trickster’s Ace,https://2e.aonprd.com/Search.aspx?query=Trickster%u2019s+Ace,False
Hidden Paragon,Hidden Paragon,20,https://2e.aonprd.com/Search.aspx?query=Hidden Paragon,https://2e.aonprd.com/Feats.aspx?ID=599,True
Impossible Striker,Impossible Striker,20,https://2e.aonprd.com/Search.aspx?query=Impossible Striker,https://2e.aonprd.com/Feats.aspx?ID=600,True
Reactive Distraction,Reactive Distraction,20,https://2e.aonprd.com/Search.aspx?query=Reactive Distraction,https://2e.aonprd.com/Feats.aspx?ID=601,True
Counterspell (Spontaneous),Clever Counterspell,12,https://2e.aonprd.com/Search.aspx?query=Counterspell,https://2e.aonprd.com/Feats.aspx?ID=653,False
Dangerous Sorcery,Dangerous Sorcery,1,https://2e.aonprd.com/Search.aspx?query=Dangerous Sorcery,https://2e.aonprd.com/Feats.aspx?ID=603,True
Familiar (Sorcerer),Familiar,1,https://2e.aonprd.com/Search.aspx?query=Familiar,https://2e.aonprd.com/Feats.aspx?ID=604,True
Cantrip Expansion (Sorcerer),Cantrip Expansion,2,https://2e.aonprd.com/Search.aspx?query=Cantrip Expansion,https://2e.aonprd.com/Feats.aspx?ID=183,True
Enhanced Familiar (Sorcerer),Enhanced Familiar,2,https://2e.aonprd.com/Search.aspx?query=Enhanced Familiar,https://2e.aonprd.com/Feats.aspx?ID=318,True
Arcane Evolution,Arcane Evolution,4,https://2e.aonprd.com/Search.aspx?query=Arcane Evolution,https://2e.aonprd.com/Feats.aspx?ID=609,True
Bespell Weapon,Bespell Weapon,4,https://2e.aonprd.com/Search.aspx?query=Bespell Weapon,https://2e.aonprd.com/Feats.aspx?ID=610,True
Divine Evolution,Divine Evolution,4,https://2e.aonprd.com/Search.aspx?query=Divine Evolution,https://2e.aonprd.com/Feats.aspx?ID=611,True
Occult Evolution,Occult Evolution,4,https://2e.aonprd.com/Search.aspx?query=Occult Evolution,https://2e.aonprd.com/Feats.aspx?ID=612,True
Primal Evolution,Primal Evolution,4,https://2e.aonprd.com/Search.aspx?query=Primal Evolution,https://2e.aonprd.com/Feats.aspx?ID=613,True
Advanced Bloodline,Advanced Bloodline,6,https://2e.aonprd.com/Search.aspx?query=Advanced Bloodline,https://2e.aonprd.com/Feats.aspx?ID=614,True
Steady Spellcasting (Sorcerer),Steady Spellcasting,6,https://2e.aonprd.com/Search.aspx?query=Steady Spellcasting,https://2e.aonprd.com/Feats.aspx?ID=194,True
Bloodline Resistance,Bloodline Resistance,8,https://2e.aonprd.com/Search.aspx?query=Bloodline Resistance,https://2e.aonprd.com/Feats.aspx?ID=616,True
Crossblooded Evolution,Crossblooded Evolution,8,https://2e.aonprd.com/Search.aspx?query=Crossblooded Evolution,https://2e.aonprd.com/Feats.aspx?ID=617,True
Greater Bloodline,Greater Bloodline,10,https://2e.aonprd.com/Search.aspx?query=Greater Bloodline,https://2e.aonprd.com/Feats.aspx?ID=618,True
Overwhelming Energy (Sorcerer),Overwhelming Energy,10,https://2e.aonprd.com/Search.aspx?query=Overwhelming Energy,https://2e.aonprd.com/Feats.aspx?ID=337,True
Quickened Casting (Sorcerer),Quickened Casting,10,https://2e.aonprd.com/Search.aspx?query=Quickened Casting,https://2e.aonprd.com/Feats.aspx?ID=199,True
Bloodline Focus,Bloodline Focus,12,https://2e.aonprd.com/Search.aspx?query=Bloodline Focus,https://2e.aonprd.com/Feats.aspx?ID=621,True
Magic Sense,Magic Sense,12,https://2e.aonprd.com/Search.aspx?query=Magic Sense,https://2e.aonprd.com/Feats.aspx?ID=622,True
Interweave Dispel,Interweave Dispel,14,https://2e.aonprd.com/Search.aspx?query=Interweave Dispel,https://2e.aonprd.com/Feats.aspx?ID=623,True
Reflect Spell,Reflect Spell,14,https://2e.aonprd.com/Search.aspx?query=Reflect Spell,https://2e.aonprd.com/Feats.aspx?ID=624,True
Greater Mental Evolution,Greater Mental Evolution,16,https://2e.aonprd.com/Search.aspx?query=Greater Mental Evolution,https://2e.aonprd.com/Feats.aspx?ID=626,True
Greater Vital Evolution,Greater Vital Evolution,16,https://2e.aonprd.com/Search.aspx?query=Greater Vital Evolution,https://2e.aonprd.com/Feats.aspx?ID=627,True
Bloodline Wellspring,Bloodline Wellspring,18,https://2e.aonprd.com/Search.aspx?query=Bloodline Wellspring,https://2e.aonprd.com/Feats.aspx?ID=628,True
Greater Crossblooded Evolution,Greater Crossblooded Evolution,18,https://2e.aonprd.com/Search.aspx?query=Greater Crossblooded Evolution,https://2e.aonprd.com/Feats.aspx?ID=629,True
Bloodline Conduit,Bloodline Conduit,20,https://2e.aonprd.com/Search.aspx?query=Bloodline Conduit,https://2e.aonprd.com/Feats.aspx?ID=630,True
Bloodline Perfection,Bloodline Perfection,20,https://2e.aonprd.com/Search.aspx?query=Bloodline Perfection,https://2e.aonprd.com/Feats.aspx?ID=631,True
Metamagic Mastery,Metamagic Mastery,20,https://2e.aonprd.com/Search.aspx?query=Metamagic Mastery,https://2e.aonprd.com/Feats.aspx?ID=632,True
Counterspell (Prepared),Clever Counterspell,12,https://2e.aonprd.com/Search.aspx?query=Counterspell,https://2e.aonprd.com/Feats.aspx?ID=653,False
Eschew Materials,Eschew Materials,1,https://2e.aonprd.com/Search.aspx?query=Eschew Materials,https://2e.aonprd.com/Feats.aspx?ID=634,True
Familiar (Wizard),Familiar,1,https://2e.aonprd.com/Search.aspx?query=Familiar,https://2e.aonprd.com/Feats.aspx?ID=604,True
Hand of the Apprentice,Hand of the Apprentice,1,https://2e.aonprd.com/Search.aspx?query=Hand of the Apprentice,https://2e.aonprd.com/Feats.aspx?ID=636,True
Cantrip Expansion (Wizard),Cantrip Expansion,2,https://2e.aonprd.com/Search.aspx?query=Cantrip Expansion,https://2e.aonprd.com/Feats.aspx?ID=183,True
Conceal Spell,Conceal Spell,2,https://2e.aonprd.com/Search.aspx?query=Conceal Spell,https://2e.aonprd.com/Feats.aspx?ID=640,True
Enhanced Familiar (Wizard),Enhanced Familiar,2,https://2e.aonprd.com/Search.aspx?query=Enhanced Familiar,https://2e.aonprd.com/Feats.aspx?ID=318,True
Linked Focus,Linked Focus,4,https://2e.aonprd.com/Search.aspx?query=Linked Focus,https://2e.aonprd.com/Feats.aspx?ID=643,True
Silent Spell,Silent Spell,4,https://2e.aonprd.com/Search.aspx?query=Silent Spell,https://2e.aonprd.com/Feats.aspx?ID=644,True
Spell Penetration,Spell Penetration,6,https://2e.aonprd.com/Search.aspx?query=Spell Penetration,https://2e.aonprd.com/Feats.aspx?ID=645,True
Advanced School Spell,Advanced School Spell,8,https://2e.aonprd.com/Search.aspx?query=Advanced School Spell,https://2e.aonprd.com/Feats.aspx?ID=647,True
Bond Conservation,Bond Conservation,8,https://2e.aonprd.com/Search.aspx?query=Bond Conservation,https://2e.aonprd.com/Feats.aspx?ID=648,True
Universal Versatility,Universal Versatility,8,https://2e.aonprd.com/Search.aspx?query=Universal Versatility,https://2e.aonprd.com/Feats.aspx?ID=649,True
Overwhelming Energy (Wizard),Overwhelming Energy,10,https://2e.aonprd.com/Search.aspx?query=Overwhelming Energy,https://2e.aonprd.com/Feats.aspx?ID=337,True
Quickened Casting (Wizard),Quickened Casting,10,https://2e.aonprd.com/Search.aspx?query=Quickened Casting,https://2e.aonprd.com/Feats.aspx?ID=199,True
Scroll Savant,Scroll Savant,10,https://2e.aonprd.com/Search.aspx?query=Scroll Savant,https://2e.aonprd.com/Feats.aspx?ID=652,True
Clever Counterspell,Clever Counterspell,12,https://2e.aonprd.com/Search.aspx?query=Clever Counterspell,https://2e.aonprd.com/Feats.aspx?ID=653,True
Bonded Focus,Bonded Focus,14,https://2e.aonprd.com/Search.aspx?query=Bonded Focus,https://2e.aonprd.com/Feats.aspx?ID=655,True
Superior Bond,Superior Bond,14,https://2e.aonprd.com/Search.aspx?query=Superior Bond,https://2e.aonprd.com/Feats.aspx?ID=657,True
Spell Tinker,Spell Tinker,16,https://2e.aonprd.com/Search.aspx?query=Spell Tinker,https://2e.aonprd.com/Feats.aspx?ID=659,True
Infinite Possibilities,Infinite Possibilities,18,https://2e.aonprd.com/Search.aspx?query=Infinite Possibilities,https://2e.aonprd.com/Feats.aspx?ID=660,True
Reprepare Spell,Reprepare Spell,18,https://2e.aonprd.com/Search.aspx?query=Reprepare Spell,https://2e.aonprd.com/Feats.aspx?ID=661,True
Archwizard’s Might,,-1,https://2e.aonprd.com/Search.aspx?query=Archwizard’s Might,https://2e.aonprd.com/Search.aspx?query=Archwizard%u2019s+Might,False
Spell Combination,Spell Combination,20,https://2e.aonprd.com/Search.aspx?query=Spell Combination,https://2e.aonprd.com/Feats.aspx?ID=664,True
Alchemist Dedication,Alchemist Dedication,2,https://2e.aonprd.com/Search.aspx?query=Alchemist Dedication,https://2e.aonprd.com/Feats.aspx?ID=665,True
Basic Concoction,Basic Concoction,4,https://2e.aonprd.com/Search.aspx?query=Basic Concoction,https://2e.aonprd.com/Feats.aspx?ID=666,True
Quick Alchemy,Quick Alchemy,4,https://2e.aonprd.com/Search.aspx?query=Quick Alchemy,https://2e.aonprd.com/Feats.aspx?ID=667,True
Advanced Conoction,Advanced Weapon Training,6,https://2e.aonprd.com/Search.aspx?query=Advanced Conoction,https://2e.aonprd.com/Feats.aspx?ID=378,False
Expert Alchemy,Expert Alchemy,6,https://2e.aonprd.com/Search.aspx?query=Expert Alchemy,https://2e.aonprd.com/Feats.aspx?ID=669,True
Mastery Alchemy,Mastery Alchemy,12,https://2e.aonprd.com/Search.aspx?query=Mastery Alchemy,https://2e.aonprd.com/Feats.aspx?ID=670,True
Barbarian Dedication,Barbarian Dedication,2,https://2e.aonprd.com/Search.aspx?query=Barbarian Dedication,https://2e.aonprd.com/Feats.aspx?ID=671,True
Barbarian Resiliency,Barbarian Resiliency,4,https://2e.aonprd.com/Search.aspx?query=Barbarian Resiliency,https://2e.aonprd.com/Feats.aspx?ID=672,True
Basic Fury,Basic Fury,4,https://2e.aonprd.com/Search.aspx?query=Basic Fury,https://2e.aonprd.com/Feats.aspx?ID=673,True
Advanced Fury,Advanced Fury,6,https://2e.aonprd.com/Search.aspx?query=Advanced Fury,https://2e.aonprd.com/Feats.aspx?ID=674,True
Instinct Ability,Instinct Ability,6,https://2e.aonprd.com/Search.aspx?query=Instinct Ability,https://2e.aonprd.com/Feats.aspx?ID=675,True
Juggernaut’s Fortitude,,-1,https://2e.aonprd.com/Search.aspx?query=Juggernaut’s Fortitude,https://2e.aonprd.com/Search.aspx?query=Juggernaut%u2019s+Fortitude,False
Bard Dedication,Bard Dedication,2,https://2e.aonprd.com/Search.aspx?query=Bard Dedication,https://2e.aonprd.com/Feats.aspx?ID=677,True
Basic Bard Spellcasting,Basic Bard Spellcasting,4,https://2e.aonprd.com/Search.aspx?query=Basic Bard Spellcasting,https://2e.aonprd.com/Feats.aspx?ID=678,True
Basic Muse’s Whispers,,-1,https://2e.aonprd.com/Search.aspx?query=Basic Muse’s Whispers,https://2e.aonprd.com/Search.aspx?query=Basic+Muse%u2019s+Whispers,False
Advanced Muse’s Whispers,,-1,https://2e.aonprd.com/Search.aspx?query=Advanced Muse’s Whispers,https://2e.aonprd.com/Search.aspx?query=Advanced+Muse%u2019s+Whispers,False
Counter Perform,Counter Perform,6,https://2e.aonprd.com/Search.aspx?query=Counter Perform,https://2e.aonprd.com/Feats.aspx?ID=681,True
Inspirational Performance,Inspirational Performance,8,https://2e.aonprd.com/Search.aspx?query=Inspirational Performance,https://2e.aonprd.com/Feats.aspx?ID=682,True
Occult Breadth,Occult Breadth,8,https://2e.aonprd.com/Search.aspx?query=Occult Breadth,https://2e.aonprd.com/Feats.aspx?ID=683,True
Expert Bard Spellcasting,Expert Bard Spellcasting,12,https://2e.aonprd.com/Search.aspx?query=Expert Bard Spellcasting,https://2e.aonprd.com/Feats.aspx?ID=684,True
Master Bard Spellcasting,Master Bard Spellcasting,18,https://2e.aonprd.com/Search.aspx?query=Master Bard Spellcasting,https://2e.aonprd.com/Feats.aspx?ID=685,True
Champion Dedication,Champion Dedication,2,https://2e.aonprd.com/Search.aspx?query=Champion Dedication,https://2e.aonprd.com/Feats.aspx?ID=686,True
Basic Devotion,Basic Devotion,4,https://2e.aonprd.com/Search.aspx?query=Basic Devotion,https://2e.aonprd.com/Feats.aspx?ID=687,True
Champion Resiliencey,Champion Resiliencey,4,https://2e.aonprd.com/Search.aspx?query=Champion Resiliencey,https://2e.aonprd.com/Feats.aspx?ID=688,True
Healing Touch,Healing Touch,4,https://2e.aonprd.com/Search.aspx?query=Healing Touch,https://2e.aonprd.com/Feats.aspx?ID=689,True
Advanced Devotion,Advanced Devotion,6,https://2e.aonprd.com/Search.aspx?query=Advanced Devotion,https://2e.aonprd.com/Feats.aspx?ID=690,True
Champion’s Reaction,,-1,https://2e.aonprd.com/Search.aspx?query=Champion’s Reaction,https://2e.aonprd.com/Search.aspx?query=Champion%u2019s+Reaction,False
Divine Ally,Divine Ally,6,https://2e.aonprd.com/Search.aspx?query=Divine Ally,https://2e.aonprd.com/Feats.aspx?ID=692,True
Diverse Armor Expert,Diverse Armor Expert,14,https://2e.aonprd.com/Search.aspx?query=Diverse Armor Expert,https://2e.aonprd.com/Feats.aspx?ID=693,True
Cleric Dedication,Cleric Dedication,2,https://2e.aonprd.com/Search.aspx?query=Cleric Dedication,https://2e.aonprd.com/Feats.aspx?ID=694,True
Basic Cleric Spellcasting,Basic Cleric Spellcasting,4,https://2e.aonprd.com/Search.aspx?query=Basic Cleric Spellcasting,https://2e.aonprd.com/Feats.aspx?ID=695,True
Basic Dogma,Basic Dogma,4,https://2e.aonprd.com/Search.aspx?query=Basic Dogma,https://2e.aonprd.com/Feats.aspx?ID=696,True
Advanced Dogma,Advanced Dogma,6,https://2e.aonprd.com/Search.aspx?query=Advanced Dogma,https://2e.aonprd.com/Feats.aspx?ID=697,True
Divine Breadth,Divine Breadth,8,https://2e.aonprd.com/Search.aspx?query=Divine Breadth,https://2e.aonprd.com/Feats.aspx?ID=698,True
Expert Cleric Spellcasting,Expert Cleric Spellcasting,12,https://2e.aonprd.com/Search.aspx?query=Expert Cleric Spellcasting,https://2e.aonprd.com/Feats.aspx?ID=699,True
Master Cleric Spellcasting,Master Cleric Spellcasting,18,https://2e.aonprd.com/Search.aspx?query=Master Cleric Spellcasting,https://2e.aonprd.com/Feats.aspx?ID=700,True
Druid Dedication,Druid Dedication,2,https://2e.aonprd.com/Search.aspx?query=Druid Dedication,https://2e.aonprd.com/Feats.aspx?ID=701,True
Basic Druid Spellcasting,Basic Druid Spellcasting,4,https://2e.aonprd.com/Search.aspx?query=Basic Druid Spellcasting,https://2e.aonprd.com/Feats.aspx?ID=702,True
Basic Wilding,Basic Wilding,4,https://2e.aonprd.com/Search.aspx?query=Basic Wilding,https://2e.aonprd.com/Feats.aspx?ID=703,True
Order Spell,Order Spell,4,https://2e.aonprd.com/Search.aspx?query=Order Spell,https://2e.aonprd.com/Feats.aspx?ID=704,True
Advanced Wilding,Advanced Wilding,6,https://2e.aonprd.com/Search.aspx?query=Advanced Wilding,https://2e.aonprd.com/Feats.aspx?ID=705,True
Primal Breadth,Primal Breadth,8,https://2e.aonprd.com/Search.aspx?query=Primal Breadth,https://2e.aonprd.com/Feats.aspx?ID=706,True
Expert Druid Spellcasting,Expert Druid Spellcasting,12,https://2e.aonprd.com/Search.aspx?query=Expert Druid Spellcasting,https://2e.aonprd.com/Feats.aspx?ID=707,True
Master Druid Spellcasting,Master Druid Spellcasting,18,https://2e.aonprd.com/Search.aspx?query=Master Druid Spellcasting,https://2e.aonprd.com/Feats.aspx?ID=708,True
Fighter Dedication,Fighter Dedication,2,https://2e.aonprd.com/Search.aspx?query=Fighter Dedication,https://2e.aonprd.com/Feats.aspx?ID=709,True
Basic Maneuver,Basic Maneuver,4,https://2e.aonprd.com/Search.aspx?query=Basic Maneuver,https://2e.aonprd.com/Feats.aspx?ID=710,True
Fighter Resiliency,Fighter Resiliency,4,https://2e.aonprd.com/Search.aspx?query=Fighter Resiliency,https://2e.aonprd.com/Feats.aspx?ID=711,True
Opportunist,Opportunist,4,https://2e.aonprd.com/Search.aspx?query=Opportunist,https://2e.aonprd.com/Feats.aspx?ID=712,True
Advanced Maneuver,Advanced Maneuver,6,https://2e.aonprd.com/Search.aspx?query=Advanced Maneuver,https://2e.aonprd.com/Feats.aspx?ID=713,True
Diverse Weapon Expert,Diverse Weapon Expert,12,https://2e.aonprd.com/Search.aspx?query=Diverse Weapon Expert,https://2e.aonprd.com/Feats.aspx?ID=714,True
Monk Dedication,Monk Dedication,2,https://2e.aonprd.com/Search.aspx?query=Monk Dedication,https://2e.aonprd.com/Feats.aspx?ID=715,True
Basic Kata,Basic Kata,4,https://2e.aonprd.com/Search.aspx?query=Basic Kata,https://2e.aonprd.com/Feats.aspx?ID=716,True
Monk Resiliency,Monk Resiliency,4,https://2e.aonprd.com/Search.aspx?query=Monk Resiliency,https://2e.aonprd.com/Feats.aspx?ID=717,True
Advanced Kata,Advanced Kata,6,https://2e.aonprd.com/Search.aspx?query=Advanced Kata,https://2e.aonprd.com/Feats.aspx?ID=718,True
Monk Moves,Monk Moves,8,https://2e.aonprd.com/Search.aspx?query=Monk Moves,https://2e.aonprd.com/Feats.aspx?ID=719,True
Monk’s Flurry,,-1,https://2e.aonprd.com/Search.aspx?query=Monk’s Flurry,https://2e.aonprd.com/Search.aspx?query=Monk%u2019s+Flurry,False
Perfection’s Path,,-1,https://2e.aonprd.com/Search.aspx?query=Perfection’s Path,https://2e.aonprd.com/Search.aspx?query=Perfection%u2019s+Path,False
Ranger Dedication,Ranger Dedication,2,https://2e.aonprd.com/Search.aspx?query=Ranger Dedication,https://2e.aonprd.com/Feats.aspx?ID=722,True
Basic Hunter’s Trick,,-1,https://2e.aonprd.com/Search.aspx?query=Basic Hunter’s Trick,https://2e.aonprd.com/Search.aspx?query=Basic+Hunter%u2019s+Trick,False
Ranger Resiliency,Ranger Resiliency,4,https://2e.aonprd.com/Search.aspx?query=Ranger Resiliency,https://2e.aonprd.com/Feats.aspx?ID=724,True
Advanced Hunter’s Trick,,-1,https://2e.aonprd.com/Search.aspx?query=Advanced Hunter’s Trick,https://2e.aonprd.com/Search.aspx?query=Advanced+Hunter%u2019s+Trick,False
Master Spotter,Master Spotter,12,https://2e.aonprd.com/Search.aspx?query=Master Spotter,https://2e.aonprd.com/Feats.aspx?ID=726,True
Rogue Dedication,Rogue Dedication,2,https://2e.aonprd.com/Search.aspx?query=Rogue Dedication,https://2e.aonprd.com/Feats.aspx?ID=727,True
Basic Trickery,Basic Trickery,4,https://2e.aonprd.com/Search.aspx?query=Basic Trickery,https://2e.aonprd.com/Feats.aspx?ID=728,True
Sneak Attacker,Sneak Attacker,4,https://2e.aonprd.com/Search.aspx?query=Sneak Attacker,https://2e.aonprd.com/Feats.aspx?ID=729,True
Advanced Trickery,Advanced Trickery,6,https://2e.aonprd.com/Search.aspx?query=Advanced Trickery,https://2e.aonprd.com/Feats.aspx?ID=730,True
Skill Mastery,Skill Mastery,8,https://2e.aonprd.com/Search.aspx?query=Skill Mastery,https://2e.aonprd.com/Feats.aspx?ID=731,True
Uncanny Dodge,Uncanny Dodge,10,https://2e.aonprd.com/Search.aspx?query=Uncanny Dodge,https://2e.aonprd.com/Feats.aspx?ID=732,True
Evasiveness,Evasiveness,12,https://2e.aonprd.com/Search.aspx?query=Evasiveness,https://2e.aonprd.com/Feats.aspx?ID=733,True
Sorcerer Dedication,Sorcerer Dedication,2,https://2e.aonprd.com/Search.aspx?query=Sorcerer Dedication,https://2e.aonprd.com/Feats.aspx?ID=734,True
Basic Sorcerer Spellcasting,Basic Sorcerer Spellcasting,4,https://2e.aonprd.com/Search.aspx?query=Basic Sorcerer Spellcasting,https://2e.aonprd.com/Feats.aspx?ID=735,True
Basic Blood Potency,Basic Blood Potency,4,https://2e.aonprd.com/Search.aspx?query=Basic Blood Potency,https://2e.aonprd.com/Feats.aspx?ID=736,True
Basic Bloodline Spell,Basic Bloodline Spell,4,https://2e.aonprd.com/Search.aspx?query=Basic Bloodline Spell,https://2e.aonprd.com/Feats.aspx?ID=737,True
Advanced Blood Potency,Advanced Blood Potency,6,https://2e.aonprd.com/Search.aspx?query=Advanced Blood Potency,https://2e.aonprd.com/Feats.aspx?ID=738,True
Bloodline Breadth,Bloodline Breadth,8,https://2e.aonprd.com/Search.aspx?query=Bloodline Breadth,https://2e.aonprd.com/Feats.aspx?ID=739,True
Expert Sorcerer Spellcasting,Expert Sorcerer Spellcasting,12,https://2e.aonprd.com/Search.aspx?query=Expert Sorcerer Spellcasting,https://2e.aonprd.com/Feats.aspx?ID=740,True
Master Sorcerer Spellcasting,Master Sorcerer Spellcasting,18,https://2e.aonprd.com/Search.aspx?query=Master Sorcerer Spellcasting,https://2e.aonprd.com/Feats.aspx?ID=741,True
Wizard Dedication,Wizard Dedication,2,https://2e.aonprd.com/Search.aspx?query=Wizard Dedication,https://2e.aonprd.com/Feats.aspx?ID=742,True
Arcane School Spell,Arcane School Spell,4,https://2e.aonprd.com/Search.aspx?query=Arcane School Spell,https://2e.aonprd.com/Feats.aspx?ID=743,True
Basic Arcana,Basic Arcana,4,https://2e.aonprd.com/Search.aspx?query=Basic Arcana,https://2e.aonprd.com/Feats.aspx?ID=744,True
Basic Wizard Spellcasting,Basic Wizard Spellcasting,4,https://2e.aonprd.com/Search.aspx?query=Basic Wizard Spellcasting,https://2e.aonprd.com/Feats.aspx?ID=745,True
Advanced Arcana,Advanced Arcana,6,https://2e.aonprd.com/Search.aspx?query=Advanced Arcana,https://2e.aonprd.com/Feats.aspx?ID=746,True
Arcane Breadth,Arcane Breadth,8,https://2e.aonprd.com/Search.aspx?query=Arcane Breadth,https://2e.aonprd.com/Feats.aspx?ID=747,True
Expert Wizard Spellcasting,Expert Wizard Spellcasting,12,https://2e.aonprd.com/Search.aspx?query=Expert Wizard Spellcasting,https://2e.aonprd.com/Feats.aspx?ID=748,True
Master Wizard Spellcasting,Master Wizard Spellcasting,18,https://2e.aonprd.com/Search.aspx?query=Master Wizard Spellcasting,https://2e.aonprd.com/Feats.aspx?ID=749,True
Additional Lore,Additional Lore,1,https://2e.aonprd.com/Search.aspx?query=Additional Lore,https://2e.aonprd.com/Feats.aspx?ID=750,True
Adopted Ancestry,Adopted Ancestry,1,https://2e.aonprd.com/Search.aspx?query=Adopted Ancestry,https://2e.aonprd.com/Feats.aspx?ID=751,True
